/base/newsevents/news_reporting_organisation/news_reports./base/newsevents/news_report/event	0
/base/popstra/celebrity/wears./base/popstra/fashion_choice/designer	1
/biology/organism/organism_type	2
/people/person/spouse_s./people/marriage/location_of_ceremony	3
/celebrities/celebrity/celebrity_friends./celebrities/friendship/friend	4
/music/genre/albums	5
/military/military_combatant/military_conflicts./military/military_combatant_group/conflict	6
/architecture/building_function/buildings	7
/medicine/drug/active_moieties	8
/base/popstra/celebrity/friendship./base/popstra/friendship/participant	9
/government/governmental_body/sessions	10
/media_common/literary_genre/books_in_this_genre	11
/sports/pro_athlete/teams./ice_hockey/hockey_roster_position/team	12
/base/schemastaging/tv_character_extra/regular_dubbing_performances./base/schemastaging/tv_star_dubbing_performance/actor	13
/award/award_ceremony/awards_presented./award/award_honor/award_winner	14
/basketball/basketball_player/player_statistics./basketball/basketball_player_stats/team	15
/business/board_member/leader_of./organization/leadership/organization	16
/olympics/olympic_sport/athletes./olympics/olympic_athlete_affiliation/country	17
/soccer/football_player/goals_scored./soccer/football_goal/point_awarded_to	18
/medicine/medical_treatment/side_effects	19
/travel/transport_operator/travel_destinations_served./travel/transportation/travel_destination	20
/royalty/kingdom/rulers	21
/music/performance_role/track_performances./music/track_contribution/role	22
/book/book/genre	23
/biology/animal_breed/registered_with./biology/breed_registration/registry	24
/location/statistical_region/rent50_4./measurement_unit/dated_money_value/currency	25
/location/hud_foreclosure_area/total_90_day_vacant_residential_addresses./measurement_unit/dated_integer/source	26
/organization/organization/acquired_by./business/acquisition/acquiring_company	27
/metropolitan_transit/transit_line/service_type	28
/award/award_winner/awards_won./award/award_honor/honored_for	29
/film/film_subject/films	30
/user/alexander/philosophy/subject/philosophers	31
/people/person/education./education/education/degree	32
/film/film_series/films_in_series	33
/sports/sports_position/players./sports/sports_team_roster/position	34
/biology/animal_breed/registered_with./biology/breed_registration/breed_group	35
/spaceflight/space_agency/astronauts	36
/location/country/currency_used	37
/education/educational_institution/sexes_accepted./education/gender_enrollment/sex	38
/base/nobelprizes/nobel_prize_winner/nobel_honor./base/nobelprizes/nobel_honor/subject_area	39
/government/legislative_session/legislature	40
/food/ingredient/incompatible_with_dietary_restrictions	41
/base/petbreeds/dog_breed/size./base/petbreeds/dog_size/gender	42
/organization/organization/legal_structure	43
/education/field_of_study/students_majoring./education/education/degree	44
/organization/organization/involved_in_merger./organization/organization_merger/organizations_merging	45
/location/place_with_neighborhoods/neighborhoods	46
/sports/sports_team/roster./ice_hockey/hockey_previous_roster_position/player	47
/visual_art/art_subject/artwork_on_the_subject	48
